"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"html-keyboard-response","510","805979","0.0-5.0-2.0-1.1-3.89","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","39","1","3","0","","1","2","1","3","2","0.5","0.1"
"html-keyboard-response","511","806893","0.0-5.0-2.0-1.1-0.90","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","512","807450","0.0-5.0-2.0-1.1-1.90","5c71b17c891e3200012477a2","","","","","","556","<img class='card_left' src='images/catch_trial/12.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/6.jpg'>","k","","exp","cards","40","","","","","2","2","","","","",""
"html-keyboard-response","513","807960","0.0-5.0-2.0-1.1-2.90","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/6.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","40","1","57","","","2","2","","57","56","",""
"html-keyboard-response","514","808714","0.0-5.0-2.0-1.1-3.90","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/6.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","40","1","57","1","","2","2","1","57","56","0.5","0.5"
"html-keyboard-response","515","809627","0.0-5.0-2.0-1.1-0.91","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","516","810282","0.0-5.0-2.0-1.1-1.91","5c71b17c891e3200012477a2","","","","","","654","<img class='card_left' src='images/old/12.jpg'><img class='card_right' src='images/old/11.jpg'><div class=""fixation"">+</div>","s","","exp","cards","41","","","","","1","2","","","","",""
"html-keyboard-response","517","810788","0.0-5.0-2.0-1.1-2.91","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/12.jpg'><div class=""fixation"">+</div>","null","","exp","choice","41","0","3","","","1","2","","2","3","",""
"html-keyboard-response","518","811547","0.0-5.0-2.0-1.1-3.91","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/12.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","41","0","3","0","","1","2","1","2","3","0.5","0.1"
"html-keyboard-response","519","812461","0.0-5.0-2.0-1.1-0.92","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","520","813025","0.0-5.0-2.0-1.1-1.92","5c71b17c891e3200012477a2","","","","","","564","<img class='card_left' src='images/catch_trial/50.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/28.jpg'>","k","","exp","cards","42","","","","","2","2","","","","",""
"html-keyboard-response","521","813540","0.0-5.0-2.0-1.1-2.92","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/28.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","42","1","59","","","2","2","","59","58","",""
"html-keyboard-response","522","814296","0.0-5.0-2.0-1.1-3.92","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/28.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","42","1","59","1","","2","2","1","59","58","0.5","0.5"
"html-keyboard-response","523","815208","0.0-5.0-2.0-1.1-0.93","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","524","815870","0.0-5.0-2.0-1.1-1.93","5c71b17c891e3200012477a2","","","","","","660","<img class='card_left' src='images/old/9.jpg'><img class='card_right' src='images/old/10.jpg'><div class=""fixation"">+</div>","k","","exp","cards","43","","","","","0","2","","","","",""
"html-keyboard-response","525","816372","0.0-5.0-2.0-1.1-2.93","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/10.jpg'><div class=""fixation"">+</div>","null","","exp","choice","43","1","1","","","0","2","","1","0","",""
"html-keyboard-response","526","817127","0.0-5.0-2.0-1.1-3.93","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/10.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","43","1","1","0","","0","2","1","1","0","0.5","0.1"
"html-keyboard-response","527","818039","0.0-5.0-2.0-1.1-0.94","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","528","818674","0.0-5.0-2.0-1.1-1.94","5c71b17c891e3200012477a2","","","","","","635","<img class='card_left' src='images/old/10.jpg'><img class='card_right' src='images/old/9.jpg'><div class=""fixation"">+</div>","s","","exp","cards","44","","","","","0","2","","","","",""
"html-keyboard-response","529","819187","0.0-5.0-2.0-1.1-2.94","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/10.jpg'><div class=""fixation"">+</div>","null","","exp","choice","44","0","1","","","0","2","","0","1","",""
"html-keyboard-response","530","819949","0.0-5.0-2.0-1.1-3.94","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/10.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","44","0","1","1","","0","2","1","0","1","0.5","0.1"
"html-keyboard-response","531","820864","0.0-5.0-2.0-1.1-0.95","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","532","821362","0.0-5.0-2.0-1.1-1.95","5c71b17c891e3200012477a2","","","","","","497","<img class='card_left' src='images/old/9.jpg'><img class='card_right' src='images/old/10.jpg'><div class=""fixation"">+</div>","k","","exp","cards","45","","","","","0","2","","","","",""
"html-keyboard-response","533","821869","0.0-5.0-2.0-1.1-2.95","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/10.jpg'><div class=""fixation"">+</div>","null","","exp","choice","45","1","1","","","0","2","","1","0","",""
"html-keyboard-response","534","822625","0.0-5.0-2.0-1.1-3.95","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/10.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","45","1","1","0","","0","2","1","1","0","0.5","0.1"
"html-keyboard-response","535","823534","0.0-5.0-2.0-1.1-0.96","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","536","824154","0.0-5.0-2.0-1.1-1.96","5c71b17c891e3200012477a2","","","","","","620","<img class='card_left' src='images/catch_trial/27.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/48.jpg'>","k","","exp","cards","46","","","","","2","2","","","","",""
"html-keyboard-response","537","824663","0.0-5.0-2.0-1.1-2.96","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/48.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","46","1","61","","","2","2","","61","60","",""
"html-keyboard-response","538","825418","0.0-5.0-2.0-1.1-3.96","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/48.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","46","1","61","0","","2","2","1","61","60","0.5","0.5"
"html-keyboard-response","539","826328","0.0-5.0-2.0-1.1-0.97","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","540","826966","0.0-5.0-2.0-1.1-1.97","5c71b17c891e3200012477a2","","","","","","637","<img class='card_left' src='images/old/12.jpg'><img class='card_right' src='images/old/11.jpg'><div class=""fixation"">+</div>","s","","exp","cards","47","","","","","1","2","","","","",""
"html-keyboard-response","541","827472","0.0-5.0-2.0-1.1-2.97","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/12.jpg'><div class=""fixation"">+</div>","null","","exp","choice","47","0","3","","","1","2","","2","3","",""
"html-keyboard-response","542","828235","0.0-5.0-2.0-1.1-3.97","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/12.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","47","0","3","1","","1","2","1","2","3","0.5","0.1"
"html-keyboard-response","543","829148","0.0-5.0-2.0-1.1-0.98","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","544","830899","0.0-5.0-2.0-1.1-1.98","5c71b17c891e3200012477a2","","","","","","1750","<img class='card_left' src='images/catch_trial/10.jpg'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/63.jpg'>","k","","exp","cards","48","","","","","2","2","","","","",""
"html-keyboard-response","545","831407","0.0-5.0-2.0-1.1-2.98","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/63.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","48","1","63","","","2","2","","63","62","",""
"html-keyboard-response","546","832161","0.0-5.0-2.0-1.1-3.98","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/63.jpg'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","48","1","63","0","","2","2","1","63","62","0.5","0.5"
"html-keyboard-response","547","833073","0.0-5.0-2.0-1.1-0.99","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","548","833758","0.0-5.0-2.0-1.1-1.99","5c71b17c891e3200012477a2","","","","","","684","<img class='card_left' src='images/old/11.jpg'><img class='card_right' src='images/old/12.jpg'><div class=""fixation"">+</div>","k","","exp","cards","49","","","","","1","2","","","","",""
"html-keyboard-response","549","834273","0.0-5.0-2.0-1.1-2.99","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><div class=""fixation"">+</div>","null","","exp","choice","49","1","3","","","1","2","","3","2","",""
"html-keyboard-response","550","835032","0.0-5.0-2.0-1.1-3.99","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/12.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","49","1","3","1","","1","2","1","3","2","0.5","0.1"
"html-keyboard-response","551","837411","0.0-5.0-2.0-2.1","5c71b17c891e3200012477a2","","","","","","2378","<p><b>Good job!</b></p><p style=""text-align: left""><br> Test block <b>2 out of 4</b> is over. You earned <b> 13</b> coins on cards trials and <b>8</b> coins on shapes trials.<br>You can stretch a little and take a short break while sitting in front of the screen, if needed.</p><p> <br><br><br><b>Press SPACE to continue</b>  </p>"," ","","","","","","","","","","","","","","",""
"survey-likert","552","844047","0.0-5.0-2.0-3.1","5c71b17c891e3200012477a2","","","","","","5624","","{""Q0"":0}","","","","","","","","[0]","","","","","","",""
"html-keyboard-response","553","845259","0.0-5.0-2.0-0.2","5c71b17c891e3200012477a2","","","","","","1211","<p><b><u> Part 3 out of 4</u></b></p><p style=""text-align: left""> You will now start a test block. Below are the four cards that can appear in this round.</p><p style='text-align: left'>Use the LEFT or RIGHT response keys ('S' or 'K', in correspondence) to make your selection. <br> Please do your best to win as many coins as possible!<br> </p><p style=""text-align: left""><b>Remember that:</b> <br> 1) Only the cards (not the response key that was used to select them) are related to winning coins <br> 2) Coin winning chances are specific for each card </p><p><b>Press any key to start</b></p><img class=start src=""images/old/13.jpg"">  <img class=start src=""images/old/14.jpg"">    <img class=start src=""images/old/15.jpg"">    <img class=start src=""images/old/16.jpg"">  "," ","","","","","","","","","","","","","","",""
"html-keyboard-response","554","847163","0.0-5.0-2.0-1.2-0.100","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","555","847644","0.0-5.0-2.0-1.2-1.100","5c71b17c891e3200012477a2","","","","","","480","<img class='card_left' src='images/old/15.jpg'><img class='card_right' src='images/old/16.jpg'><div class=""fixation"">+</div>","k","","exp","cards","0","","","","","1","3","","","","",""
"html-keyboard-response","556","848150","0.0-5.0-2.0-1.2-2.100","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/16.jpg'><div class=""fixation"">+</div>","null","","exp","choice","0","1","3","","","1","3","","3","2","",""
"html-keyboard-response","557","848904","0.0-5.0-2.0-1.2-3.100","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/16.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","0","1","3","1","","1","3","2","3","2","0.9","0.5"
"html-keyboard-response","558","849818","0.0-5.0-2.0-1.2-0.101","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","559","850362","0.0-5.0-2.0-1.2-1.101","5c71b17c891e3200012477a2","","","","","","543","<img class='card_left' src='images/old/16.jpg'><img class='card_right' src='images/old/15.jpg'><div class=""fixation"">+</div>","s","","exp","cards","1","","","","","1","3","","","","",""
"html-keyboard-response","560","850869","0.0-5.0-2.0-1.2-2.101","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/16.jpg'><div class=""fixation"">+</div>","null","","exp","choice","1","0","3","","","1","3","","2","3","",""
"html-keyboard-response","561","851622","0.0-5.0-2.0-1.2-3.101","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/16.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","1","0","3","1","","1","3","2","2","3","0.9","0.5"
"html-keyboard-response","562","852528","0.0-5.0-2.0-1.2-0.102","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","563","853143","0.0-5.0-2.0-1.2-1.102","5c71b17c891e3200012477a2","","","","","","613","<img class='card_left' src='images/old/13.jpg'><img class='card_right' src='images/old/14.jpg'><div class=""fixation"">+</div>","k","","exp","cards","2","","","","","0","3","","","","",""
"html-keyboard-response","564","853654","0.0-5.0-2.0-1.2-2.102","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/14.jpg'><div class=""fixation"">+</div>","null","","exp","choice","2","1","1","","","0","3","","1","0","",""
"html-keyboard-response","565","854412","0.0-5.0-2.0-1.2-3.102","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/14.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","2","1","1","1","","0","3","2","1","0","0.9","0.5"
"html-keyboard-response","566","855321","0.0-5.0-2.0-1.2-0.103","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","567","855935","0.0-5.0-2.0-1.2-1.103","5c71b17c891e3200012477a2","","","","","","612","<img class='card_left' src='images/catch_trial/21.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/29.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","3","","","","","2","3","","","","",""
"html-keyboard-response","568","856449","0.0-5.0-2.0-1.2-2.103","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/29.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","3","1","1","","","2","3","","1","0","",""
"html-keyboard-response","569","857208","0.0-5.0-2.0-1.2-3.103","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/29.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","3","1","1","1","","2","3","2","1","0","0.5","0.5"
"html-keyboard-response","570","858119","0.0-5.0-2.0-1.2-0.104","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","571","858626","0.0-5.0-2.0-1.2-1.104","5c71b17c891e3200012477a2","","","","","","506","<img class='card_left' src='images/old/13.jpg'><img class='card_right' src='images/old/14.jpg'><div class=""fixation"">+</div>","k","","exp","cards","4","","","","","0","3","","","","",""
"html-keyboard-response","572","859139","0.0-5.0-2.0-1.2-2.104","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/14.jpg'><div class=""fixation"">+</div>","null","","exp","choice","4","1","1","","","0","3","","1","0","",""
"html-keyboard-response","573","859898","0.0-5.0-2.0-1.2-3.104","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/14.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","4","1","1","0","","0","3","2","1","0","0.9","0.5"
"html-keyboard-response","574","860811","0.0-5.0-2.0-1.2-0.105","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","575","861191","0.0-5.0-2.0-1.2-1.105","5c71b17c891e3200012477a2","","","","","","379","<img class='card_left' src='images/old/13.jpg'><img class='card_right' src='images/old/14.jpg'><div class=""fixation"">+</div>","k","","exp","cards","5","","","","","0","3","","","","",""
